fecha;cdoperador;cdpunto_atencion;dia_semana;recaudo_cat_I;recaudo_cat_II;recaudo_cat_III;recaudo_cat_IV;recaudo_cat_V;recaudo_cat_VI;recaudo_cat_VII;recaudo_cat_VIII;recaudo_total_diario;movimientos_diarios_operador
6/04/2025;1;1;Domingo;17372000.00;5420000.00;5750700.00;35015100.00;82533000.00;2846000.00;7972800.00;3922500.00;160832100.00;6793
7/04/2025;1;1;Lunes;50518800.00;11230800.00;34166200.00;37770700.00;58421500.00;6216800.00;21855600.00;19982700.00;240163100.00;8077
7/04/2025;1;3;Lunes;0.00;0.00;2408800.00;5793600.00;81796800.00;34000.00;986000.00;1124200.00;92143400.00;7115
8/04/2025;1;1;Martes;48436400.00;11098000.00;34537000.00;37737600.00;60502400.00;5534400.00;29561200.00;21871800.00;249278800.00;8301
8/04/2025;1;3;Martes;0.00;0.00;2941400.00;5988600.00;86662000.00;0.00;374000.00;1216600.00;97182600.00;7541
9/04/2025;1;3;Miercoles;0.00;0.00;2485800.00;6272100.00;86216500.00;34000.00;850000.00;1139600.00;96998000.00;7487
9/04/2025;1;1;Miercoles;53442800.00;12611200.00;34261600.00;36797200.00;58016100.00;7562000.00;27498400.00;20076600.00;250265900.00;8144
10/04/2025;1;3;Jueves;102200.00;0.00;2818200.00;5802700.00;88249000.00;34000.00;1938000.00;1432200.00;100376300.00;7690
10/04/2025;1;1;Jueves;51300000.00;13101600.00;34013600.00;32766600.00;51592000.00;7394800.00;26885200.00;19947400.00;237001200.00;7570
11/04/2025;1;1;Viernes;56236800.00;14047600.00;36719500.00;39850100.00;71167300.00;10289200.00;31027200.00;21758700.00;281096400.00;9307
11/04/2025;1;3;Viernes;0.00;0.00;2741200.00;5888700.00;99581700.00;136000.00;1496000.00;1016400.00;110860000.00;8529
12/04/2025;1;1;Sabado;31450400.00;8955200.00;20923100.00;36396600.00;88782400.00;3545200.00;16912000.00;11436400.00;218401300.00;8468
12/04/2025;1;3;Sabado;0.00;0.00;2174600.00;4192800.00;72436600.00;34000.00;680000.00;723800.00;80241800.00;6220
13/04/2025;1;3;Domingo;0.00;0.00;385000.00;3073100.00;62004200.00;0.00;34000.00;61600.00;65557900.00;5143
13/04/2025;1;1;Domingo;21156000.00;8258000.00;5719400.00;30994600.00;74589500.00;2562400.00;4530000.00;5235600.00;153045500.00;6244
14/04/2025;1;3;Lunes;0.00;0.00;2532000.00;5063300.00;68959100.00;0.00;1122000.00;1306500.00;78982900.00;6075
14/04/2025;1;1;Lunes;54275200.00;12688000.00;34724300.00;38902300.00;70713900.00;7626800.00;29500800.00;21110300.00;269541600.00;9005
15/04/2025;1;3;Martes;34000.00;0.00;2879800.00;4832500.00;68298300.00;68000.00;1394000.00;1185800.00;78692400.00;6045
15/04/2025;1;1;Martes;52650400.00;12560000.00;36505500.00;38098400.00;70970300.00;7850000.00;28430000.00;21959600.00;269024200.00;9088
16/04/2025;1;3;Miercoles;0.00;0.00;2636600.00;4831200.00;74816800.00;306000.00;1870000.00;1016400.00;85477000.00;6528
16/04/2025;1;1;Miercoles;49312800.00;12664400.00;34241200.00;40641300.00;86283800.00;5283200.00;26153200.00;19857000.00;274436900.00;9746
17/04/2025;1;1;Jueves;10647600.00;3416400.00;8003000.00;33811900.00;74469900.00;1087600.00;5466400.00;3506800.00;140409600.00;6235
17/04/2025;1;3;Jueves;0.00;0.00;1047200.00;3231000.00;58558100.00;0.00;102000.00;61600.00;62999900.00;4892
18/04/2025;1;3;Viernes;0.00;0.00;138600.00;2739700.00;48199600.00;0.00;0.00;15400.00;51093300.00;3989
18/04/2025;1;1;Viernes;8256000.00;3535200.00;4881400.00;25361000.00;58163900.00;629600.00;2536800.00;1836700.00;105200600.00;4676
19/04/2025;1;1;Sabado;19436000.00;5620200.00;13516200.00;34461800.00;86186000.00;2648400.00;7006400.00;8081000.00;176956000.00;7477
19/04/2025;1;3;Sabado;0.00;0.00;1278200.00;4501300.00;70126100.00;0.00;238000.00;154000.00;76297600.00;5914
20/04/2025;1;1;Domingo;6364000.00;2366000.00;2902800.00;36835100.00;80167600.00;750400.00;2899200.00;2074000.00;134359100.00;6240
20/04/2025;1;3;Domingo;0.00;0.00;277200.00;4074800.00;55047300.00;0.00;0.00;46200.00;59445500.00;4638
21/04/2025;1;3;Lunes;102200.00;0.00;2655200.00;5642400.00;76084500.00;34000.00;1190000.00;877800.00;86586100.00;6640
21/04/2025;1;1;Lunes;51102400.00;12123000.00;34241000.00;40274400.00;63319100.00;5254800.00;27700800.00;18631200.00;252646700.00;8460
22/04/2025;1;3;Martes;0.00;0.00;3409200.00;5968200.00;88866500.00;136000.00;1360000.00;1247400.00;100987300.00;7770
22/04/2025;1;1;Martes;47395200.00;12084900.00;36155400.00;38228100.00;60815000.00;6993200.00;31710000.00;22294500.00;255676300.00;8464
23/04/2025;1;3;Miercoles;0.00;0.00;2725800.00;5462800.00;87107100.00;136000.00;544000.00;1078000.00;97053700.00;7514
23/04/2025;1;1;Miercoles;48815200.00;13823100.00;37154200.00;38528700.00;63556100.00;6734800.00;31675600.00;21764700.00;262052400.00;8733
24/04/2025;1;3;Jueves;0.00;0.00;2941400.00;6173400.00;90429000.00;136000.00;1122000.00;1509200.00;102311000.00;7896
24/04/2025;1;1;Jueves;52099600.00;14891200.00;36644300.00;38811100.00;64054300.00;7053200.00;27834500.00;20683200.00;262071400.00;8670
25/04/2025;1;3;Viernes;0.00;0.00;3037000.00;5864100.00;93425300.00;34000.00;1088000.00;908600.00;104357000.00;8072
25/04/2025;1;1;Viernes;51592800.00;15098000.00;36198200.00;39898100.00;69502700.00;7571200.00;32945100.00;21582800.00;274388900.00;9126
26/04/2025;1;3;Sabado;0.00;0.00;1623400.00;5371200.00;94186600.00;0.00;170000.00;585200.00;101936400.00;7958
26/04/2025;1;1;Sabado;40661600.00;10845200.00;22445100.00;35739900.00;77038300.00;5724800.00;20310000.00;15394300.00;228159200.00;8243
27/04/2025;1;3;Domingo;0.00;0.00;277200.00;3667000.00;75739000.00;0.00;0.00;46200.00;79729400.00;6238
27/04/2025;1;1;Domingo;17802000.00;7758400.00;6846000.00;32769300.00;73123900.00;3268800.00;4892800.00;3532700.00;149993900.00;6196
28/04/2025;1;1;Lunes;49530000.00;9678900.00;34645100.00;37781500.00;61636100.00;6342000.00;29798400.00;19534500.00;248946500.00;8374
28/04/2025;1;3;Lunes;0.00;0.00;2781600.00;5849800.00;83443800.00;68000.00;544000.00;1170400.00;93857600.00;7268
29/04/2025;1;3;Martes;0.00;0.00;2741200.00;5923100.00;85950600.00;68000.00;918000.00;770000.00;96370900.00;7463
29/04/2025;1;1;Martes;46853600.00;14109700.00;33105500.00;36937000.00;56873500.00;7778000.00;25876400.00;22835200.00;244368900.00;8022
30/04/2025;1;1;Miercoles;51076800.00;11762600.00;35854700.00;38099700.00;71826400.00;7118400.00;30337200.00;22290400.00;268366200.00;9132
30/04/2025;1;3;Miercoles;0.00;0.00;3033800.00;6096600.00;103245300.00;68000.00;884000.00;1260300.00;114588000.00;8865
1/05/2025;1;3;Jueves;0.00;0.00;1139600.00;3497600.00;65792200.00;0.00;34000.00;79500.00;70542900.00;5523
1/05/2025;1;1;Jueves;22034400.00;7354000.00;13082400.00;27347100.00;63730600.00;4425600.00;11355600.00;7495500.00;156825200.00;6063
2/05/2025;1;1;Viernes;44945200.00;13831600.00;34920700.00;38126100.00;68654200.00;7113600.00;30613600.00;20841400.00;259046400.00;8771
2/05/2025;1;3;Viernes;0.00;0.00;2809200.00;5544800.00;89280100.00;0.00;782000.00;1201200.00;99617300.00;7706
3/05/2025;1;1;Sabado;31313200.00;10820500.00;22139400.00;35186100.00;76237400.00;5582400.00;14556400.00;13528900.00;209364300.00;7821
3/05/2025;1;3;Sabado;0.00;0.00;1574000.00;4776300.00;87267700.00;0.00;238000.00;677600.00;94533600.00;7353
4/05/2025;1;1;Domingo;16830400.00;5127200.00;5505700.00;32394500.00;74987100.00;1682000.00;3986400.00;4226500.00;144739800.00;6178
4/05/2025;1;3;Domingo;0.00;0.00;277200.00;4142700.00;70501200.00;0.00;0.00;61600.00;74982700.00;5850
5/05/2025;1;1;Lunes;45142800.00;12395900.00;35957800.00;37720100.00;60473200.00;7546000.00;28172000.00;19679900.00;247087700.00;8358
5/05/2025;1;3;Lunes;102200.00;0.00;2963200.00;5632000.00;84479100.00;136000.00;340000.00;1463000.00;95115500.00;7356
6/05/2025;1;1;Martes;43999200.00;13238800.00;32013400.00;29982600.00;42934100.00;8419600.00;25630800.00;19421700.00;215640200.00;6832
6/05/2025;1;3;Martes;0.00;0.00;3080000.00;5610500.00;81149800.00;102000.00;884000.00;1632400.00;92458700.00;7128
7/05/2025;1;1;Miercoles;46260800.00;13252800.00;35062700.00;40243400.00;57124200.00;8960800.00;30700900.00;22334300.00;253939900.00;8340
7/05/2025;1;3;Miercoles;51100.00;0.00;2417800.00;5828500.00;74513100.00;102000.00;680000.00;1170400.00;84762900.00;6541
8/05/2025;1;3;Jueves;0.00;0.00;2883000.00;6206800.00;81652300.00;34000.00;442000.00;1355200.00;92573300.00;7171
8/05/2025;1;1;Jueves;49742800.00;13910400.00;36123700.00;38494300.00;64071900.00;8122000.00;29596700.00;20771000.00;260832800.00;8625
9/05/2025;1;1;Viernes;50482000.00;15595600.00;37342300.00;38560500.00;69116100.00;8175200.00;30251200.00;20373300.00;269896200.00;8986
9/05/2025;1;3;Viernes;0.00;0.00;2556400.00;5856700.00;84160900.00;272000.00;918000.00;939400.00;94703400.00;7310
10/05/2025;1;3;Sabado;0.00;0.00;1540000.00;5203400.00;98368400.00;0.00;204000.00;415800.00;105731600.00;8217
10/05/2025;1;1;Sabado;39044000.00;12439600.00;24081700.00;34150400.00;84160600.00;6512900.00;18120000.00;12586500.00;231095700.00;8456
11/05/2025;1;1;Domingo;18060000.00;7010000.00;5922200.00;30292200.00;92159300.00;1561200.00;3926000.00;3387100.00;162318000.00;7080
11/05/2025;1;3;Domingo;0.00;0.00;308000.00;3166600.00;82108600.00;0.00;0.00;77000.00;85660200.00;6682
12/05/2025;1;1;Lunes;47302000.00;11244400.00;34593700.00;38500300.00;61641200.00;7916300.00;27703000.00;22643200.00;251544100.00;8514
12/05/2025;1;3;Lunes;0.00;0.00;2387000.00;5627200.00;75077700.00;136000.00;306000.00;1262800.00;84796700.00;6570
13/05/2025;1;3;Martes;0.00;0.00;3095400.00;5740000.00;77770800.00;68000.00;204000.00;1401400.00;88279600.00;6868
13/05/2025;1;1;Martes;49770400.00;13996800.00;36324000.00;39724500.00;61505800.00;6484000.00;32781000.00;22676500.00;263263000.00;8681
14/05/2025;1;1;Miercoles;48961600.00;13914800.00;36023000.00;37918700.00;62609900.00;9037600.00;32908800.00;22005500.00;263379900.00;8672
14/05/2025;1;3;Miercoles;0.00;0.00;2494800.00;5614200.00;78850900.00;374000.00;884000.00;1601600.00;89819500.00;6929
15/05/2025;1;1;Jueves;49347600.00;15137600.00;36731800.00;39619800.00;62658400.00;9021200.00;33719600.00;21386700.00;267622700.00;8754
15/05/2025;1;3;Jueves;0.00;0.00;2821400.00;5901400.00;81763200.00;306000.00;1156000.00;1817200.00;93765200.00;7239
16/05/2025;1;1;Viernes;52057600.00;15012000.00;35490300.00;40064300.00;72417100.00;8925600.00;29835600.00;21197800.00;275000300.00;9228
16/05/2025;1;3;Viernes;0.00;0.00;2818200.00;5979700.00;87350800.00;136000.00;1224000.00;1438600.00;98947300.00;7645
17/05/2025;1;1;Sabado;34916000.00;11512000.00;22637400.00;35002900.00;78127700.00;6160800.00;19811200.00;12489400.00;220657400.00;8035
17/05/2025;1;3;Sabado;0.00;0.00;1894200.00;5300800.00;88542200.00;34000.00;408000.00;477400.00;96656600.00;7499
18/05/2025;1;3;Domingo;0.00;0.00;431200.00;3823400.00;65745200.00;0.00;34000.00;138600.00;70172400.00;5472
18/05/2025;1;1;Domingo;16856000.00;8130000.00;5015700.00;33994800.00;79036500.00;1173200.00;4771600.00;3795000.00;152772800.00;6439
19/05/2025;1;3;Lunes;0.00;0.00;2359400.00;5656500.00;74649200.00;68000.00;272000.00;1570800.00;84575900.00;6588
19/05/2025;1;1;Lunes;48324800.00;13035600.00;35306900.00;37939600.00;61451600.00;10924400.00;27652000.00;19047300.00;253682200.00;8466
20/05/2025;1;1;Martes;48334000.00;13824400.00;37067600.00;36933700.00;61667600.00;7636000.00;29410400.00;20382600.00;255256300.00;8480
20/05/2025;1;3;Martes;0.00;0.00;2879800.00;5492500.00;78859800.00;68000.00;612000.00;1262800.00;89174900.00;6894
21/05/2025;1;3;Miercoles;0.00;0.00;2667400.00;5616800.00;78161700.00;170000.00;850000.00;1216600.00;88682500.00;6839
21/05/2025;1;1;Miercoles;56976000.00;15012000.00;35570300.00;37593700.00;60871400.00;9996400.00;28032800.00;20818400.00;264871000.00;8503
22/05/2025;1;1;Jueves;53905600.00;14603200.00;38005700.00;37584200.00;63583400.00;7842800.00;30044400.00;21818600.00;267387900.00;8745
22/05/2025;1;3;Jueves;0.00;0.00;2972200.00;5629600.00;84927200.00;510000.00;646000.00;1278200.00;95963200.00;7424
23/05/2025;1;1;Viernes;51506800.00;16929600.00;35154000.00;39912900.00;70637100.00;10082800.00;27024400.00;22553900.00;273801500.00;9163
23/05/2025;1;3;Viernes;0.00;0.00;2716800.00;5479700.00;86159100.00;136000.00;748000.00;1309000.00;96548600.00;7472
24/05/2025;1;3;Sabado;0.00;0.00;1678600.00;5037700.00;90282700.00;0.00;374000.00;569800.00;97942800.00;7612
24/05/2025;1;1;Sabado;44471200.00;14289600.00;24058100.00;34390800.00;83164800.00;5703200.00;15100000.00;13425000.00;234602700.00;8456
25/05/2025;1;1;Domingo;17002400.00;6889200.00;6081000.00;31859300.00;80983800.00;1872400.00;4469600.00;3947000.00;153104700.00;6534
25/05/2025;1;3;Domingo;0.00;0.00;534000.00;3915800.00;71879000.00;0.00;0.00;92400.00;76421200.00;5953
26/05/2025;1;3;Lunes;0.00;0.00;2259800.00;5409000.00;72163300.00;374000.00;442000.00;1524600.00;82172700.00;6375
26/05/2025;1;1;Lunes;47292800.00;14272400.00;36736300.00;35275100.00;59696900.00;7380100.00;24487600.00;20614800.00;245756000.00;8295
27/05/2025;1;1;Martes;50844400.00;13884800.00;36165800.00;37904500.00;63628900.00;7430300.00;31001600.00;22014200.00;262874500.00;8658
27/05/2025;1;3;Martes;0.00;0.00;2987600.00;5300100.00;77859600.00;340000.00;646000.00;1386000.00;88519300.00;6862
28/05/2025;1;3;Miercoles;0.00;0.00;2494800.00;5216600.00;76828400.00;0.00;544000.00;1355200.00;86439000.00;6700
28/05/2025;1;1;Miercoles;56571600.00;15235200.00;36866800.00;37639700.00;60100500.00;7264800.00;32788000.00;20990100.00;267456700.00;8565
29/05/2025;1;1;Jueves;55600000.00;13548000.00;38616700.00;36999200.00;59960700.00;9360000.00;33357200.00;23836900.00;271278700.00;8716
29/05/2025;1;3;Jueves;0.00;0.00;2941400.00;5327000.00;80130200.00;204000.00;646000.00;1617000.00;90865600.00;7017
30/05/2025;1;3;Viernes;0.00;0.00;2510200.00;5368200.00;87868500.00;0.00;476000.00;1509200.00;97732100.00;7576
30/05/2025;1;1;Viernes;56452800.00;13290400.00;36999700.00;39978500.00;74763500.00;10303200.00;33417600.00;21476300.00;286682000.00;9587
31/05/2025;1;1;Sabado;26316000.00;8830000.00;18253100.00;37420200.00;95844700.00;3226800.00;13046400.00;9886700.00;212823900.00;8629
31/05/2025;1;3;Sabado;0.00;0.00;1755600.00;4354200.00;83770300.00;0.00;340000.00;739200.00;90959300.00;7062
1/06/2025;1;1;Domingo;21070000.00;7130800.00;5983900.00;36762900.00;92159000.00;1993200.00;5798400.00;4487400.00;175385600.00;7436
1/06/2025;1;3;Domingo;51100.00;0.00;462000.00;3125800.00;77384700.00;0.00;0.00;92400.00;81116000.00;6321
2/06/2025;1;3;Lunes;0.00;0.00;569800.00;3414300.00;58747400.00;0.00;0.00;138600.00;62870100.00;4901
2/06/2025;1;1;Lunes;6031200.00;2649600.00;7012900.00;30954800.00;82836100.00;1118000.00;3140800.00;4278800.00;138022200.00;6502
3/06/2025;1;1;Martes;52978000.00;13096800.00;37857900.00;37478200.00;64259000.00;7576000.00;33166800.00;23987000.00;270399700.00;8944
3/06/2025;1;3;Martes;-51100.00;0.00;2802800.00;5288600.00;76608600.00;0.00;680000.00;1509200.00;86838100.00;6741
4/06/2025;1;3;Miercoles;0.00;0.00;2575000.00;5350200.00;78247700.00;204000.00;816000.00;1355200.00;88548100.00;6840
4/06/2025;1;1;Miercoles;48815200.00;14873200.00;37404300.00;38410500.00;64316200.00;8528400.00;31812400.00;23820900.00;267981100.00;8838
5/06/2025;1;3;Jueves;0.00;0.00;2855400.00;5378400.00;80016100.00;102000.00;986000.00;893200.00;90231100.00;6984
5/06/2025;1;1;Jueves;55609200.00;17122400.00;38485500.00;37591000.00;63008200.00;7394400.00;32477200.00;22067500.00;273755400.00;8881
6/06/2025;1;3;Viernes;0.00;0.00;2741200.00;5624600.00;82274800.00;102000.00;1292000.00;1370600.00;93405200.00;7215
6/06/2025;1;1;Viernes;45521600.00;11454000.00;33436500.00;35443900.00;57891900.00;7796600.00;29958400.00;19272600.00;240775500.00;7946
7/06/2025;1;1;Sabado;48806000.00;14791600.00;27559800.00;40411800.00;91738000.00;8730400.00;24401600.00;15565700.00;272004900.00;9656
7/06/2025;1;3;Sabado;0.00;0.00;1450800.00;4693000.00;88255900.00;136000.00;714000.00;800800.00;96050500.00;7443
8/06/2025;1;3;Domingo;0.00;0.00;354200.00;3832500.00;71059000.00;0.00;0.00;30800.00;75276500.00;5888
8/06/2025;1;1;Domingo;17286000.00;9012500.00;5897700.00;31223600.00;81106200.00;1940000.00;4288400.00;4488300.00;155242700.00;6555
9/06/2025;1;3;Lunes;0.00;0.00;2682800.00;5665600.00;74398100.00;34000.00;782000.00;1355200.00;84917700.00;6564
9/06/2025;1;1;Lunes;48796800.00;13927900.00;34008600.00;34481800.00;56817500.00;7015500.00;25419200.00;18525100.00;238992400.00;7930
10/06/2025;1;3;Martes;0.00;0.00;3268000.00;5457800.00;76806600.00;0.00;986000.00;1293600.00;87812000.00;6784
10/06/2025;1;1;Martes;53907600.00;14491600.00;37776000.00;37809200.00;60898800.00;8197100.00;34488400.00;22291500.00;269860200.00;8770
11/06/2025;1;1;Miercoles;55074800.00;15598000.00;36246800.00;37006600.00;63159800.00;8865200.00;32063200.00;21873100.00;269887500.00;8690
11/06/2025;1;3;Miercoles;0.00;0.00;2433200.00;5499000.00;79841700.00;34000.00;952000.00;1355200.00;90115100.00;6962
12/06/2025;1;1;Jueves;56390400.00;15193200.00;36544700.00;37768600.00;60938300.00;8814400.00;33331600.00;20917800.00;269899000.00;8657
12/06/2025;1;3;Jueves;51100.00;34000.00;2510200.00;5133500.00;79614700.00;34000.00;918000.00;1232000.00;89527500.00;6917
13/06/2025;1;3;Viernes;91200.00;0.00;2356200.00;5352800.00;84374500.00;68000.00;782000.00;1201200.00;94225900.00;7313
13/06/2025;1;1;Viernes;51502400.00;15249200.00;36347400.00;39038700.00;70474800.00;9983600.00;29647200.00;21683300.00;273926600.00;9191
14/06/2025;1;1;Sabado;39560000.00;12658000.00;24057200.00;37551100.00;86160000.00;6342000.00;18591800.00;13547500.00;238467600.00;8744
14/06/2025;1;3;Sabado;0.00;0.00;1635600.00;4717300.00;93290500.00;0.00;374000.00;292600.00;100310000.00;7793
15/06/2025;1;1;Domingo;14620000.00;7035600.00;5922200.00;32784300.00;92273300.00;1958400.00;4469600.00;4348100.00;163411500.00;7199
15/06/2025;1;3;Domingo;0.00;0.00;261800.00;3264200.00;80544600.00;0.00;136000.00;123200.00;84329800.00;6583
16/06/2025;1;3;Lunes;0.00;0.00;2387000.00;5107700.00;67504900.00;0.00;374000.00;1001000.00;76374600.00;5908
16/06/2025;1;1;Lunes;54361200.00;10844800.00;35185600.00;37623400.00;65554600.00;8693600.00;28917400.00;22874600.00;264055200.00;8837
17/06/2025;1;1;Martes;55007200.00;14120000.00;38459900.00;38161900.00;64087700.00;9478400.00;37032400.00;22894000.00;279241500.00;9048
17/06/2025;1;3;Martes;0.00;0.00;2818200.00;5193600.00;76111900.00;170000.00;1088000.00;1139600.00;86521300.00;6650
18/06/2025;1;3;Miercoles;0.00;0.00;2372300.00;5124200.00;75888000.00;0.00;986000.00;1463000.00;85833500.00;6603
18/06/2025;1;1;Miercoles;52899200.00;17476000.00;37298300.00;40135300.00;65672000.00;7792400.00;34753600.00;21454800.00;277481600.00;9088
19/06/2025;1;1;Jueves;57268800.00;15761200.00;38584600.00;39706900.00;68994100.00;9585200.00;32511600.00;22688900.00;285101300.00;9298
19/06/2025;1;3;Jueves;0.00;0.00;2652000.00;5550000.00;78401300.00;136000.00;952000.00;1771000.00;89462300.00;6883
20/06/2025;1;3;Viernes;0.00;0.00;2695000.00;5696200.00;84696900.00;102000.00;1020000.00;1801800.00;96011900.00;7389
20/06/2025;1;1;Viernes;55221200.00;16660400.00;39861700.00;40748700.00;79824700.00;10732800.00;38052000.00;23479000.00;304580500.00;10142
21/06/2025;1;1;Sabado;29472400.00;10666000.00;19628500.00;38443700.00;100976700.00;4892400.00;13892000.00;10677200.00;228648900.00;9104
21/06/2025;1;3;Sabado;0.00;0.00;1801800.00;4946800.00;85784900.00;102000.00;204000.00;646800.00;93486300.00;7253
22/06/2025;1;3;Domingo;0.00;0.00;400400.00;3556800.00;71939500.00;0.00;0.00;138600.00;76035300.00;5913
22/06/2025;1;1;Domingo;21802000.00;9051200.00;6100300.00;40714900.00;96090300.00;2054000.00;7954400.00;5494200.00;189261300.00;7968
23/06/2025;1;3;Lunes;0.00;0.00;477400.00;3374600.00;56520800.00;0.00;0.00;169400.00;60542200.00;4718
23/06/2025;1;1;Lunes;5134400.00;1652400.00;6472600.00;33400300.00;86660000.00;1173200.00;2295200.00;2917900.00;139706000.00;6675
24/06/2025;1;3;Martes;0.00;0.00;3314200.00;5284500.00;74881800.00;68000.00;782000.00;1078000.00;85408500.00;6591
24/06/2025;1;1;Martes;49305600.00;13150800.00;34628300.00;31474300.00;51843300.00;8930400.00;31131600.00;21029300.00;241493600.00;7716
25/06/2025;1;3;Miercoles;0.00;0.00;3067800.00;4957600.00;78204800.00;102000.00;884000.00;1047200.00;88263400.00;6792
25/06/2025;1;1;Miercoles;57440800.00;12748400.00;40556900.00;38822600.00;65551100.00;7671200.00;37515600.00;22959200.00;283265800.00;9254
26/06/2025;1;1;Jueves;57947600.00;15100800.00;38711800.00;40524300.00;69610000.00;9892000.00;32193200.00;23215600.00;287195300.00;9373
26/06/2025;1;3;Jueves;0.00;0.00;2917000.00;5207500.00;81014300.00;102000.00;884000.00;1232000.00;91356800.00;7032
27/06/2025;1;3;Viernes;0.00;0.00;2513400.00;5453900.00;96292500.00;102000.00;782000.00;1004200.00;106148000.00;8195
27/06/2025;1;1;Viernes;59358400.00;14642400.00;39965900.00;41512000.00;89791800.00;9332000.00;30018800.00;23017000.00;307638300.00;10626
28/06/2025;1;1;Sabado;33712000.00;11379600.00;20926700.00;40858800.00;96288600.00;3494000.00;13046400.00;11419400.00;231125500.00;9020
28/06/2025;1;3;Sabado;0.00;0.00;1817200.00;4748100.00;79879700.00;0.00;510000.00;585200.00;87540200.00;6786
29/06/2025;1;1;Domingo;20244800.00;8067600.00;6882600.00;43297600.00;95538800.00;2311600.00;7248000.00;5885900.00;189476900.00;7973
29/06/2025;1;3;Domingo;0.00;0.00;585200.00;3791300.00;67851200.00;0.00;0.00;92400.00;72320100.00;5623
30/06/2025;1;1;Lunes;7379600.00;1961600.00;7404000.00;37211200.00;86616100.00;1087600.00;2769200.00;3810400.00;148239700.00;6969
30/06/2025;1;3;Lunes;0.00;0.00;542200.00;3687400.00;57311500.00;0.00;0.00;154000.00;61695100.00;4800
1/07/2025;1;1;Martes;54654000.00;12456000.00;38304900.00;38580000.00;69525600.00;7324800.00;30544000.00;23395000.00;274784300.00;9196
1/07/2025;1;3;Martes;0.00;0.00;2682800.00;4754800.00;74331100.00;34000.00;578000.00;1801800.00;84182500.00;6504
2/07/2025;1;1;Miercoles;48952400.00;12860000.00;36768200.00;37145100.00;66598600.00;7950000.00;31329200.00;20905600.00;262509100.00;8779
2/07/2025;1;3;Miercoles;0.00;0.00;2867600.00;5048500.00;70029400.00;68000.00;578000.00;1309000.00;79900500.00;6154
3/07/2025;1;1;Jueves;60992400.00;12420800.00;37606700.00;36918100.00;69713400.00;9042000.00;34574400.00;23104100.00;284371900.00;9248
3/07/2025;1;3;Jueves;102200.00;0.00;3098600.00;4993400.00;74922500.00;102000.00;1802000.00;1577200.00;86597900.00;6635
4/07/2025;1;1;Viernes;55728000.00;13529600.00;35811600.00;37947000.00;73032300.00;8990400.00;36144800.00;19525200.00;280708900.00;9251
4/07/2025;1;3;Viernes;0.00;0.00;3175600.00;5262600.00;80598500.00;102000.00;646000.00;1432200.00;91216900.00;7048
5/07/2025;1;3;Sabado;0.00;0.00;1801800.00;4381500.00;88691500.00;0.00;748000.00;526800.00;96149600.00;7427
5/07/2025;1;1;Sabado;45907600.00;12651200.00;26806200.00;42285700.00;95493100.00;6816000.00;27119600.00;16003600.00;273083000.00;9859
6/07/2025;1;3;Domingo;0.00;0.00;354200.00;3703200.00;73561800.00;0.00;0.00;92400.00;77711600.00;6055
6/07/2025;1;1;Domingo;19617200.00;7465600.00;6272000.00;36997900.00;89997000.00;2174400.00;5547600.00;4339300.00;172411000.00;7329
7/07/2025;1;1;Lunes;46967200.00;13626800.00;36308400.00;39429200.00;66313000.00;8493600.00;27756400.00;20878500.00;259773100.00;8845
7/07/2025;1;3;Lunes;0.00;0.00;3012600.00;4961500.00;70018600.00;34000.00;578000.00;905400.00;79510100.00;6158
8/07/2025;1;3;Martes;0.00;0.00;3080000.00;4926800.00;74026200.00;170000.00;884000.00;1155000.00;84242000.00;6483
8/07/2025;1;1;Martes;51016400.00;14384400.00;35899500.00;37709200.00;60267900.00;9469600.00;31510400.00;21828300.00;262085700.00;8546
9/07/2025;1;1;Miercoles;53587200.00;15165600.00;34511600.00;38771900.00;67282500.00;8184400.00;28938800.00;20671500.00;267113500.00;8847
9/07/2025;1;3;Miercoles;0.00;0.00;2590400.00;4948500.00;72883200.00;238000.00;1598000.00;1031800.00;83289900.00;6389
10/07/2025;1;1;Jueves;55488400.00;13720000.00;37927500.00;39545400.00;67767500.00;9685200.00;26817600.00;21550500.00;272502100.00;9038
10/07/2025;1;3;Jueves;0.00;0.00;2682800.00;4796000.00;76444100.00;136000.00;952000.00;1124200.00;86135100.00;6636
11/07/2025;1;3;Viernes;0.00;0.00;2658400.00;5220500.00;83454800.00;34000.00;1054000.00;1185800.00;93607500.00;7224
11/07/2025;1;1;Viernes;58231200.00;14680000.00;37292800.00;40498000.00;77291500.00;7410800.00;29431200.00;19301600.00;284137100.00;9572
12/07/2025;1;1;Sabado;38451200.00;11754000.00;22065700.00;39214400.00;110096100.00;5587200.00;16489600.00;12736000.00;256394200.00;10038
12/07/2025;1;3;Sabado;0.00;0.00;1894200.00;5352400.00;94973700.00;102000.00;306000.00;924000.00;103552300.00;8027
13/07/2025;1;3;Domingo;51100.00;0.00;415800.00;3410600.00;76096300.00;0.00;34000.00;46200.00;80054000.00;6234
13/07/2025;1;1;Domingo;23831200.00;8502400.00;6093900.00;35958000.00;107252700.00;2114000.00;5738000.00;4593600.00;194083800.00;8357
14/07/2025;1;1;Lunes;54147200.00;12653200.00;36051400.00;38219300.00;64683600.00;9309600.00;23105600.00;19909600.00;258079500.00;8619
14/07/2025;1;3;Lunes;-17100.00;45600.00;2649500.00;5208900.00;70244600.00;136000.00;986000.00;1278200.00;80531700.00;6205
