fecha;cdoperador;cdpunto_atencion;dia_semana;recaudo_cat_I;recaudo_cat_II;recaudo_cat_III;recaudo_cat_IV;recaudo_cat_V;recaudo_cat_VI;recaudo_cat_VII;recaudo_cat_VIII;recaudo_total_diario;movimientos_diarios_operador
15/07/2025;1;3;Martes;0.00;-45600.00;2772000.00;4851300.00;72801700.00;102000.00;1666000.00;1324400.00;83471800.00;6396
15/07/2025;1;1;Martes;55832400.00;16669600.00;39060600.00;39004300.00;61511900.00;8460800.00;28112000.00;21882200.00;270533800.00;8744
16/07/2025;1;1;Miercoles;53708000.00;13255600.00;35968800.00;39829200.00;60883100.00;9309200.00;30341600.00;21680600.00;264976100.00;8629
16/07/2025;1;3;Miercoles;102200.00;0.00;2252300.00;4154900.00;75350700.00;0.00;578000.00;1062600.00;83500700.00;6477
17/07/2025;1;1;Jueves;58119600.00;14708000.00;37963800.00;39738000.00;65893500.00;9746400.00;30146800.00;21687900.00;278004000.00;9046
17/07/2025;1;3;Jueves;0.00;0.00;2867600.00;4921800.00;77681500.00;0.00;408000.00;1370600.00;87249500.00;6750
18/07/2025;1;1;Viernes;58205600.00;16218800.00;35649700.00;39327800.00;69529400.00;9081600.00;32632400.00;21186100.00;281831400.00;9155
18/07/2025;1;3;Viernes;0.00;0.00;2682800.00;5066700.00;80407100.00;68000.00;612000.00;1247400.00;90084000.00;6957
19/07/2025;1;1;Sabado;35157600.00;11850500.00;21485600.00;36643200.00;85316600.00;6876400.00;18905200.00;14320200.00;230555300.00;8541
19/07/2025;1;3;Sabado;0.00;0.00;1447600.00;4813600.00;88722500.00;0.00;170000.00;554400.00;95708100.00;7426
20/07/2025;1;1;Domingo;16693200.00;6098800.00;6535900.00;35931700.00;87441400.00;2684000.00;3926000.00;4279400.00;163590400.00;7123
20/07/2025;1;3;Domingo;0.00;0.00;403600.00;3781300.00;73526100.00;0.00;0.00;74500.00;77785500.00;6077
21/07/2025;1;1;Lunes;53096800.00;12398300.00;35623200.00;39253600.00;63330400.00;7390400.00;25867600.00;22480700.00;259441000.00;8688
21/07/2025;1;3;Lunes;91200.00;0.00;2310000.00;5099900.00;67590800.00;68000.00;578000.00;1170400.00;76908300.00;5935
22/07/2025;1;3;Martes;0.00;0.00;2682800.00;5303800.00;70938900.00;136000.00;1088000.00;1540000.00;81689500.00;6279
22/07/2025;1;1;Martes;56364800.00;13978000.00;38041000.00;38834700.00;61981000.00;9746400.00;27851600.00;21226600.00;268024100.00;8750
23/07/2025;1;1;Miercoles;55109600.00;13943200.00;37191100.00;38295600.00;61655200.00;11614000.00;28878400.00;20877400.00;267564500.00;8702
23/07/2025;1;3;Miercoles;0.00;0.00;2633400.00;5383400.00;73138600.00;0.00;816000.00;1555400.00;83526800.00;6427
24/07/2025;1;3;Jueves;0.00;0.00;3317400.00;5271900.00;79826200.00;68000.00;748000.00;1540000.00;90771500.00;6975
24/07/2025;1;1;Jueves;54816800.00;14257200.00;29717600.00;23308300.00;40576000.00;7701200.00;22675600.00;19184900.00;212237600.00;6367
25/07/2025;1;1;Viernes;60708800.00;17083200.00;39198800.00;39567700.00;72613800.00;9448000.00;32416400.00;23047900.00;294084600.00;9631
25/07/2025;1;3;Viernes;0.00;0.00;2494800.00;5482500.00;80410600.00;0.00;306000.00;1062600.00;89756500.00;6955
26/07/2025;1;1;Sabado;44385200.00;13427200.00;23679500.00;35433900.00;85063200.00;7640800.00;16617200.00;14696500.00;240943500.00;8746
26/07/2025;1;3;Sabado;0.00;0.00;1647800.00;4926200.00;91181600.00;68000.00;442000.00;739200.00;99004800.00;7681
27/07/2025;1;1;Domingo;18448000.00;6656800.00;5915800.00;33928600.00;93386700.00;2320800.00;3563600.00;4089300.00;168309600.00;7360
27/07/2025;1;3;Domingo;0.00;0.00;508200.00;3692600.00;79485900.00;0.00;34000.00;92400.00;83813100.00;6520
28/07/2025;1;3;Lunes;0.00;0.00;2913800.00;5403800.00;74237100.00;0.00;238000.00;1535000.00;84327700.00;6564
28/07/2025;1;1;Lunes;54405200.00;14357200.00;35153700.00;37037000.00;62697900.00;8774400.00;26114000.00;21375400.00;259914800.00;8508
29/07/2025;1;1;Martes;57208400.00;14824400.00;34968400.00;38117900.00;63598900.00;9483600.00;33050400.00;22766900.00;274018900.00;8841
29/07/2025;1;3;Martes;51100.00;0.00;2652000.00;5582100.00;77315000.00;34000.00;816000.00;1493800.00;87944000.00;6773
30/07/2025;1;3;Miercoles;51100.00;0.00;3064600.00;5333300.00;79816100.00;0.00;646000.00;1555400.00;90466500.00;7003
30/07/2025;1;1;Miercoles;59228400.00;15886400.00;35411000.00;37155900.00;64452800.00;8321600.00;29984000.00;20635000.00;271075100.00;8693
31/07/2025;1;3;Jueves;0.00;0.00;2766200.00;5238500.00;81384300.00;0.00;306000.00;1783900.00;91478900.00;7088
31/07/2025;1;1;Jueves;58480000.00;15217200.00;35356200.00;38976600.00;65175900.00;8094800.00;27092000.00;21278100.00;269670800.00;8815
1/08/2025;1;1;Viernes;53596400.00;13397200.00;36491500.00;38384800.00;74114600.00;8049600.00;27800400.00;21907200.00;273741700.00;9310
1/08/2025;1;3;Viernes;51100.00;0.00;2417800.00;5796400.00;85869700.00;136000.00;748000.00;1386000.00;96405000.00;7444
2/08/2025;1;3;Sabado;0.00;0.00;1832600.00;5222700.00;92538000.00;68000.00;612000.00;754600.00;101027900.00;7821
2/08/2025;1;1;Sabado;45640400.00;11654000.00;22766300.00;38810700.00;84976800.00;5443200.00;17093200.00;13729000.00;240113600.00;8670
3/08/2025;1;3;Domingo;0.00;0.00;523600.00;3664400.00;80592200.00;0.00;0.00;46200.00;84826400.00;6597
3/08/2025;1;1;Domingo;16598000.00;5478400.00;7126200.00;36688000.00;87241200.00;1208000.00;2718000.00;3630300.00;160688100.00;6999
4/08/2025;1;3;Lunes;0.00;0.00;2375400.00;5196000.00;76921900.00;0.00;408000.00;1214100.00;86115400.00;6716
4/08/2025;1;1;Lunes;55944000.00;10584800.00;33686700.00;39343900.00;62250300.00;7378400.00;22942800.00;21234200.00;253365100.00;8540
5/08/2025;1;1;Martes;52780400.00;14222400.00;38055500.00;38877200.00;63032300.00;9912800.00;27661200.00;23595300.00;268137100.00;8814
5/08/2025;1;3;Martes;0.00;0.00;2578200.00;5639800.00;80612700.00;68000.00;408000.00;1445100.00;90751800.00;7034
6/08/2025;1;1;Miercoles;56418000.00;12732000.00;38102400.00;40040600.00;73505900.00;8477600.00;32114400.00;24296000.00;285686900.00;9662
6/08/2025;1;3;Miercoles;102200.00;0.00;2639800.00;5139800.00;92822600.00;68000.00;272000.00;1262800.00;102307200.00;7930
7/08/2025;1;3;Jueves;0.00;0.00;985600.00;3323400.00;68636900.00;0.00;0.00;154000.00;73099900.00;5707
7/08/2025;1;1;Jueves;24854000.00;8841600.00;14439500.00;30773600.00;73382100.00;5190000.00;10112400.00;7794700.00;175387900.00;6801
8/08/2025;1;3;Viernes;102200.00;0.00;2913800.00;5133100.00;85291700.00;0.00;782000.00;1309000.00;95531800.00;7385
8/08/2025;1;1;Viernes;59642000.00;11948800.00;36177700.00;38898900.00;70044900.00;8960400.00;27765600.00;21659900.00;275098200.00;9116
9/08/2025;1;1;Sabado;42002800.00;11840000.00;20423500.00;34364500.00;80384400.00;5315200.00;18266400.00;13044900.00;225641700.00;8198
9/08/2025;1;3;Sabado;0.00;0.00;1894200.00;4468500.00;82447700.00;0.00;204000.00;554400.00;89568800.00;6966
10/08/2025;1;3;Domingo;0.00;0.00;323400.00;3325800.00;69720500.00;0.00;0.00;46200.00;73415900.00;5741
10/08/2025;1;1;Domingo;20038000.00;6175600.00;6522900.00;32671400.00;79809700.00;1570400.00;4616000.00;4406100.00;155810100.00;6571
11/08/2025;1;3;Lunes;51100.00;0.00;2673800.00;5310300.00;85408500.00;0.00;476000.00;1355200.00;95274900.00;7400
11/08/2025;1;1;Lunes;53364000.00;12420800.00;33514300.00;38919200.00;63033800.00;8584400.00;26274000.00;20548100.00;256658600.00;8478
12/08/2025;1;1;Martes;50482000.00;13306400.00;36027700.00;37206600.00;61082200.00;6156400.00;29078000.00;21443200.00;254782500.00;8411
12/08/2025;1;3;Martes;0.00;0.00;2559600.00;5304000.00;86614000.00;0.00;646000.00;1478400.00;96602000.00;7495
13/08/2025;1;3;Miercoles;0.00;0.00;2605800.00;5363000.00;90419800.00;34000.00;918000.00;1647800.00;100988400.00;7804
13/08/2025;1;1;Miercoles;55600000.00;13720000.00;36137900.00;38964400.00;63766000.00;7898800.00;30855200.00;21919900.00;268862200.00;8757
14/08/2025;1;1;Jueves;53096800.00;13759800.00;32789100.00;25683000.00;51829800.00;8028800.00;24926800.00;19370600.00;229484700.00;7215
14/08/2025;1;3;Jueves;34000.00;45600.00;3268000.00;5631300.00;94877900.00;34000.00;1122000.00;1706900.00;106719700.00;8224
15/08/2025;1;1;Viernes;56752800.00;16311400.00;34972400.00;33115100.00;70984100.00;6704800.00;29094400.00;24066300.00;272001300.00;9041
15/08/2025;1;3;Viernes;0.00;0.00;2834200.00;6041500.00;97293600.00;0.00;1054000.00;1278200.00;108501500.00;8416
16/08/2025;1;3;Sabado;0.00;0.00;1928200.00;5197100.00;97384500.00;68000.00;578000.00;616000.00;105771800.00;8197
16/08/2025;1;1;Sabado;29962800.00;10243200.00;17022300.00;38782800.00;93901300.00;5201600.00;12951200.00;10255700.00;218320900.00;8598
17/08/2025;1;1;Domingo;22102000.00;8274400.00;6221700.00;38144900.00;94198300.00;1768000.00;5013200.00;4717400.00;180439900.00;7624
17/08/2025;1;3;Domingo;0.00;0.00;462000.00;3672400.00;79799100.00;0.00;306000.00;77000.00;84316500.00;6553
18/08/2025;1;1;Lunes;6459200.00;2301200.00;7517800.00;36422200.00;89757200.00;593200.00;2743600.00;3723500.00;149517900.00;7061
18/08/2025;1;3;Lunes;0.00;0.00;523600.00;4063300.00;64075200.00;0.00;0.00;123200.00;68785300.00;5371
19/08/2025;1;3;Martes;0.00;0.00;2233000.00;5822400.00;85807300.00;0.00;442000.00;1355200.00;95659900.00;7414
19/08/2025;1;1;Martes;57380400.00;13538800.00;37730900.00;38786800.00;63157900.00;8405200.00;31675600.00;22674300.00;273349900.00;8919
20/08/2025;1;3;Miercoles;0.00;0.00;2655200.00;5206400.00;87574300.00;0.00;1156000.00;1771000.00;98362900.00;7618
20/08/2025;1;1;Miercoles;55669600.00;14031200.00;36389500.00;39080700.00;67420200.00;8491200.00;28783200.00;22923900.00;272789500.00;9053
21/08/2025;1;3;Jueves;0.00;0.00;2775200.00;5416800.00;89313900.00;0.00;1156000.00;1293600.00;99955500.00;7722
21/08/2025;1;1;Jueves;41900400.00;9373600.00;36203600.00;37680400.00;66088500.00;7766400.00;27291600.00;22845200.00;249149700.00;8663
22/08/2025;1;1;Viernes;53303600.00;10605600.00;37298800.00;38219300.00;71625900.00;7299600.00;28792400.00;20973400.00;268118600.00;9111
22/08/2025;1;3;Viernes;0.00;0.00;2806000.00;5743900.00;101867500.00;34000.00;1326000.00;1201200.00;112978600.00;8742
23/08/2025;1;1;Sabado;44101600.00;12369600.00;24589200.00;36845900.00;89898600.00;6760400.00;18050400.00;14156600.00;246772300.00;9094
23/08/2025;1;3;Sabado;0.00;0.00;1755600.00;5077800.00;108942600.00;34000.00;748000.00;693000.00;117251000.00;9090
24/08/2025;1;1;Domingo;25026000.00;8746400.00;7030600.00;32699700.00;82651100.00;1475200.00;4107200.00;4177100.00;165913300.00;6800
24/08/2025;1;3;Domingo;0.00;0.00;277200.00;3991900.00;81814000.00;0.00;0.00;30800.00;86113900.00;6721
25/08/2025;1;3;Lunes;0.00;0.00;2405600.00;5130700.00;78688800.00;0.00;544000.00;1509200.00;88278300.00;6849
25/08/2025;1;1;Lunes;54870000.00;13092400.00;34081600.00;39069200.00;64392500.00;6881600.00;30095600.00;20431800.00;262914700.00;8699
26/08/2025;1;1;Martes;58386800.00;14373200.00;34888800.00;39379900.00;65076800.00;8879200.00;30337200.00;22473100.00;273795000.00;8883
26/08/2025;1;3;Martes;0.00;0.00;2972200.00;5874700.00;87194900.00;0.00;646000.00;1321900.00;98009700.00;7557
27/08/2025;1;3;Miercoles;0.00;0.00;2655200.00;5443900.00;89794300.00;0.00;1360000.00;1617000.00;100870400.00;7783
27/08/2025;1;1;Miercoles;59349200.00;17051200.00;37587000.00;41393700.00;67330900.00;8433200.00;29742400.00;23867800.00;284755400.00;9220
28/08/2025;1;3;Jueves;0.00;0.00;2969600.00;5300100.00;85167600.00;68000.00;1666000.00;1678600.00;96849900.00;7447
28/08/2025;1;1;Jueves;56743600.00;15714400.00;37026400.00;39536600.00;65532700.00;10247200.00;29224400.00;23083500.00;277108800.00;9019
29/08/2025;1;3;Viernes;102200.00;102200.00;2482600.00;5949300.00;95415900.00;83400.00;1326000.00;1478400.00;106940000.00;8283
29/08/2025;1;1;Viernes;58842400.00;14863600.00;34056400.00;38561100.00;73671200.00;9827200.00;29694000.00;21652300.00;281168200.00;9343
30/08/2025;1;1;Sabado;42346800.00;10708000.00;21573700.00;35939200.00;83133600.00;6946000.00;13620000.00;13290200.00;227557500.00;8353
30/08/2025;1;3;Sabado;0.00;0.00;1540000.00;4753100.00;97932600.00;0.00;612000.00;847000.00;105684700.00;8203
31/08/2025;1;3;Domingo;0.00;0.00;292600.00;3528400.00;78574800.00;0.00;0.00;77000.00;82472800.00;6433
31/08/2025;1;1;Domingo;19298800.00;7521600.00;6994300.00;34619000.00;88310100.00;2114000.00;3563600.00;3718400.00;166139800.00;7117
1/09/2025;1;3;Lunes;0.00;0.00;2421000.00;5506600.00;81631200.00;0.00;714000.00;1108800.00;91381600.00;7108
1/09/2025;1;1;Lunes;45726400.00;10236000.00;33097300.00;38075400.00;61273200.00;7938400.00;24297200.00;19370400.00;240014300.00;8129
2/09/2025;1;3;Martes;0.00;0.00;2541000.00;5807900.00;85865300.00;34000.00;1020000.00;1463000.00;96731200.00;7487
2/09/2025;1;1;Martes;50430800.00;13487600.00;36783700.00;38038900.00;61262900.00;10102500.00;27826000.00;22991100.00;260923500.00;8575
3/09/2025;1;3;Miercoles;0.00;0.00;2356200.00;5655400.00;86863400.00;136000.00;1360000.00;1645300.00;98016300.00;7564
3/09/2025;1;1;Miercoles;53545200.00;14013200.00;35990100.00;38016600.00;64634700.00;8292700.00;29914800.00;22317300.00;266724600.00;8811
4/09/2025;1;1;Jueves;55730000.00;13388000.00;36354500.00;37860500.00;62666200.00;9685600.00;29728800.00;21451700.00;266865300.00;8683
4/09/2025;1;3;Jueves;51100.00;0.00;3283400.00;5560600.00;88935500.00;0.00;1496000.00;1339800.00;100666400.00;7748
5/09/2025;1;3;Viernes;-17100.00;0.00;2895800.00;5630000.00;93430600.00;0.00;1428000.00;1185800.00;104553100.00;8083
5/09/2025;1;1;Viernes;57982400.00;12214000.00;35711900.00;39598800.00;73313900.00;9857600.00;27205600.00;21399300.00;277283500.00;9280
6/09/2025;1;1;Sabado;43946000.00;10974400.00;21754200.00;38471400.00;83746300.00;5900800.00;20717200.00;13498500.00;239008800.00;8592
6/09/2025;1;3;Sabado;0.00;0.00;1432200.00;4714900.00;90192800.00;0.00;442000.00;585200.00;97367100.00;7583
7/09/2025;1;3;Domingo;0.00;0.00;369600.00;3875000.00;76185400.00;0.00;0.00;46200.00;80476200.00;6305
7/09/2025;1;1;Domingo;22102000.00;7646000.00;5867300.00;34860300.00;86042400.00;1751600.00;2295200.00;3465600.00;164030400.00;6920
8/09/2025;1;3;Lunes;0.00;0.00;2605800.00;5554100.00;79343500.00;34000.00;544000.00;1401400.00;89482800.00;6939
8/09/2025;1;1;Lunes;49054800.00;13088800.00;34345700.00;38363900.00;61063300.00;7545600.00;24806000.00;20844300.00;249112400.00;8369
9/09/2025;1;3;Martes;0.00;0.00;3148000.00;5782500.00;84897100.00;0.00;952000.00;1801800.00;96581400.00;7435
9/09/2025;1;1;Martes;56083200.00;13663200.00;36674900.00;41085800.00;59479300.00;7752800.00;28802000.00;21736400.00;265277600.00;8588
10/09/2025;1;3;Miercoles;0.00;0.00;2513400.00;5529800.00;86052200.00;0.00;578000.00;1047200.00;95720600.00;7432
10/09/2025;1;1;Miercoles;54052000.00;13848000.00;35424200.00;39495500.00;61693800.00;9250800.00;31561200.00;22624800.00;267950300.00;8722
11/09/2025;1;1;Jueves;56374000.00;15500400.00;37012600.00;40913500.00;67855500.00;9991600.00;29108800.00;22050400.00;278806800.00;9121
11/09/2025;1;3;Jueves;102200.00;0.00;3357200.00;5986600.00;93751000.00;34000.00;714000.00;1047200.00;104992200.00;8114
12/09/2025;1;1;Viernes;60004400.00;14302900.00;36999600.00;40143300.00;71561300.00;9801600.00;26780400.00;21125100.00;280718600.00;9331
12/09/2025;1;3;Viernes;0.00;0.00;2935600.00;6174900.00;98532000.00;34000.00;782000.00;1293600.00;109752100.00;8513
13/09/2025;1;1;Sabado;40850000.00;13095400.00;22410700.00;36705400.00;89437400.00;6574400.00;22529600.00;13048400.00;244651300.00;8893
13/09/2025;1;3;Sabado;0.00;0.00;1669600.00;4645300.00;97758400.00;238000.00;272000.00;616000.00;105199300.00;8180
14/09/2025;1;3;Domingo;0.00;0.00;523600.00;3887600.00;76869600.00;0.00;0.00;77000.00;81357800.00;6368
14/09/2025;1;1;Domingo;20382000.00;5538800.00;6136800.00;33684800.00;86996700.00;2174400.00;3442800.00;3368500.00;161724800.00;6934
15/09/2025;1;3;Lunes;102200.00;0.00;2208600.00;5791400.00;80690600.00;0.00;306000.00;1124200.00;90223000.00;7018
15/09/2025;1;1;Lunes;52487600.00;10766500.00;33112900.00;38953000.00;62443300.00;9529600.00;24790900.00;20576100.00;252659900.00;8478
16/09/2025;1;1;Martes;61543200.00;15851600.00;35755400.00;38473300.00;60408700.00;9612800.00;28089900.00;23734700.00;273469600.00;8719
16/09/2025;1;3;Martes;0.00;0.00;2655200.00;5420700.00;84431900.00;0.00;238000.00;1185800.00;93931600.00;7321
17/09/2025;1;3;Miercoles;0.00;0.00;2602600.00;5496600.00;86454100.00;0.00;578000.00;1429700.00;96561000.00;7512
17/09/2025;1;1;Miercoles;53924000.00;14768400.00;36064600.00;40263500.00;63141300.00;8921600.00;28541600.00;22688400.00;268313400.00;8805
18/09/2025;1;1;Jueves;58489200.00;12600000.00;36642200.00;42222000.00;63381300.00;11584000.00;27092800.00;21604700.00;273616200.00;8903
18/09/2025;1;3;Jueves;0.00;0.00;3111500.00;6110900.00;86871700.00;0.00;680000.00;1570800.00;98344900.00;7599
19/09/2025;1;3;Viernes;0.00;0.00;2528800.00;5891400.00;94973400.00;0.00;374000.00;1047200.00;104814800.00;8143
19/09/2025;1;1;Viernes;55153600.00;16428000.00;34848000.00;41307300.00;71016900.00;10449600.00;25168400.00;20525600.00;274897400.00;9160
20/09/2025;1;3;Sabado;0.00;0.00;1799300.00;5058300.00;98705800.00;0.00;272000.00;847000.00;106682400.00;8287
20/09/2025;1;1;Sabado;40506000.00;10956800.00;23120300.00;36410100.00;87204200.00;6816000.00;15764400.00;14276200.00;235054000.00;8687
21/09/2025;1;1;Domingo;19780000.00;5306400.00;6400900.00;33648200.00;89728300.00;2502000.00;2899200.00;4073600.00;164338600.00;7097
21/09/2025;1;3;Domingo;0.00;0.00;462000.00;3651600.00;80779400.00;0.00;0.00;61600.00;84954600.00;6647
22/09/2025;1;1;Lunes;55462800.00;12347700.00;34299000.00;37969300.00;61990800.00;8602800.00;23080000.00;20609000.00;254361400.00;8442
22/09/2025;1;3;Lunes;0.00;0.00;2668100.00;5823500.00;80425800.00;68000.00;272000.00;1278200.00;90535600.00;7030
23/09/2025;1;1;Martes;52901200.00;15395300.00;35273200.00;36277000.00;59641700.00;8763200.00;29068800.00;23321500.00;260641900.00;8468
23/09/2025;1;3;Martes;0.00;0.00;2620500.00;5628700.00;82042000.00;102000.00;782000.00;1278200.00;92453400.00;7143
24/09/2025;1;3;Miercoles;0.00;0.00;2686000.00;5648000.00;84794300.00;0.00;476000.00;1339800.00;94944100.00;7367
24/09/2025;1;1;Miercoles;54275200.00;14593100.00;36890800.00;38176700.00;62326700.00;10775200.00;26748000.00;22396100.00;266181800.00;8668
25/09/2025;1;1;Jueves;49656800.00;14510400.00;36652600.00;37459900.00;61718100.00;9067600.00;23512000.00;21429800.00;254007200.00;8473
25/09/2025;1;3;Jueves;0.00;0.00;2581400.00;5317200.00;79137400.00;0.00;816000.00;1309000.00;89161000.00;6910
26/09/2025;1;1;Viernes;55695200.00;15891200.00;38202000.00;41896400.00;73508700.00;12519600.00;25997600.00;21108400.00;284819100.00;9508
26/09/2025;1;3;Viernes;0.00;0.00;2575000.00;6558400.00;107011800.00;34000.00;578000.00;1324400.00;118081600.00;9180
27/09/2025;1;3;Sabado;0.00;0.00;1493800.00;4262400.00;96690900.00;0.00;238000.00;693000.00;103378100.00;8046
27/09/2025;1;1;Sabado;42897600.00;11385700.00;21057300.00;35864200.00;90909200.00;7420000.00;15354700.00;13097400.00;237986100.00;8802
28/09/2025;1;1;Domingo;20821200.00;7242400.00;6980100.00;32930100.00;85412300.00;1716800.00;2804000.00;4529200.00;162436100.00;6914
28/09/2025;1;3;Domingo;0.00;0.00;385000.00;3805800.00;76179700.00;0.00;0.00;46200.00;80416700.00;6291
29/09/2025;1;3;Lunes;0.00;0.00;2408800.00;5166900.00;79747200.00;0.00;442000.00;1309000.00;89073900.00;6931
29/09/2025;1;1;Lunes;52985200.00;12196700.00;35805200.00;36928900.00;64525600.00;11595600.00;28139800.00;20686000.00;262863000.00;8805
30/09/2025;1;3;Martes;0.00;45600.00;2698200.00;5912000.00;84197400.00;34000.00;1428000.00;1262800.00;95578000.00;7349
30/09/2025;1;1;Martes;53201200.00;12994100.00;36409700.00;39158300.00;64440700.00;10324800.00;26999500.00;21057500.00;264585800.00;8766
1/10/2025;1;1;Miercoles;55256000.00;12851900.00;36353000.00;38082800.00;63778900.00;8779200.00;24910400.00;21406900.00;261419100.00;8641
1/10/2025;1;3;Miercoles;0.00;-45600.00;2679600.00;6099400.00;91333300.00;0.00;476000.00;1447600.00;101990300.00;7920
2/10/2025;1;3;Jueves;0.00;0.00;2784800.00;5654100.00;85455300.00;0.00;816000.00;1093400.00;95803600.00;7424
2/10/2025;1;1;Jueves;51344000.00;14922000.00;34472700.00;39538000.00;65272600.00;10308400.00;24184500.00;21394400.00;261436600.00;8677
3/10/2025;1;3;Viernes;0.00;0.00;2405600.00;5958200.00;95985600.00;34000.00;476000.00;939400.00;105798800.00;8211
3/10/2025;1;1;Viernes;51997200.00;15723600.00;37162600.00;41655900.00;71888700.00;10626800.00;25283100.00;20627100.00;274965000.00;9276
4/10/2025;1;3;Sabado;0.00;0.00;1647800.00;5131600.00;96401800.00;0.00;34000.00;646800.00;103862000.00;8079
4/10/2025;1;1;Sabado;28380000.00;9348400.00;18747500.00;41102800.00;89435000.00;5478000.00;11838400.00;10597800.00;214927900.00;8424
5/10/2025;1;3;Domingo;0.00;0.00;415800.00;3388700.00;78421800.00;0.00;0.00;61600.00;82287900.00;6433
5/10/2025;1;1;Domingo;20382000.00;6596400.00;6424900.00;36608000.00;87665900.00;1570400.00;5617200.00;3982400.00;168847200.00;7142
6/10/2025;1;3;Lunes;0.00;0.00;2494800.00;4976900.00;67997400.00;0.00;374000.00;970200.00;76813300.00;5986
6/10/2025;1;1;Lunes;51941600.00;12674400.00;34049700.00;37259300.00;64804600.00;10192000.00;24789600.00;21415400.00;257126600.00;8656
7/10/2025;1;3;Martes;0.00;0.00;2532000.00;4766300.00;70935400.00;0.00;544000.00;1155000.00;79932700.00;6192
7/10/2025;1;1;Martes;50156400.00;14283200.00;36625500.00;38672600.00;67185500.00;10958400.00;25152000.00;21490500.00;264524100.00;8882
8/10/2025;1;1;Miercoles;52762000.00;13306400.00;35501600.00;38169900.00;66666400.00;9180100.00;27381300.00;20730300.00;263698000.00;8764
8/10/2025;1;3;Miercoles;0.00;0.00;2374800.00;4979300.00;71000800.00;15400.00;544000.00;1432200.00;80346500.00;6227
9/10/2025;1;3;Jueves;0.00;45600.00;2605800.00;4944600.00;70437100.00;0.00;1088000.00;1232000.00;80353100.00;6181
9/10/2025;1;1;Jueves;55660400.00;14399200.00;36107300.00;40550000.00;71713400.00;10475900.00;24453900.00;21764000.00;275124100.00;9214
10/10/2025;1;1;Viernes;54242400.00;14290500.00;38125600.00;41978800.00;81183000.00;8672400.00;31373200.00;21243100.00;291109000.00;10028
10/10/2025;1;3;Viernes;0.00;-45600.00;2590400.00;5321800.00;77757400.00;0.00;1122000.00;785400.00;87531400.00;6762
11/10/2025;1;1;Sabado;28268400.00;8610300.00;18011100.00;40515000.00;97992200.00;4339600.00;11838400.00;10457500.00;220032500.00;8855
11/10/2025;1;3;Sabado;0.00;0.00;1728000.00;4771300.00;77521200.00;0.00;102000.00;446600.00;84569100.00;6572
12/10/2025;1;1;Domingo;17974000.00;3965200.00;5769300.00;37499700.00;87916200.00;1958400.00;4469600.00;3708800.00;163261200.00;7071
12/10/2025;1;3;Domingo;0.00;0.00;261800.00;2183500.00;51524700.00;0.00;34000.00;107800.00;54111800.00;4219
13/10/2025;1;1;Lunes;7637600.00;1557200.00;7158600.00;36716100.00;90790100.00;1204000.00;2114000.00;3214700.00;150392300.00;7130
14/10/2025;1;1;Martes;58902800.00;12867200.00;37315800.00;38183500.00;66468600.00;9599200.00;27542400.00;21027300.00;271906800.00;8954
14/10/2025;1;3;Martes;0.00;0.00;3434200.00;10164900.00;165872200.00;0.00;986000.00;1550400.00;182007700.00;14177
15/10/2025;1;1;Miercoles;54595600.00;11795200.00;37575700.00;39206300.00;64361700.00;8703200.00;26169600.00;23583800.00;265991100.00;8949
15/10/2025;1;3;Miercoles;0.00;0.00;2436400.00;5273200.00;82534800.00;0.00;1496000.00;1463000.00;93203400.00;7175
16/10/2025;1;1;Jueves;55772000.00;11516800.00;38121600.00;39402200.00;63886100.00;9685600.00;29387200.00;20736300.00;268507800.00;8798
16/10/2025;1;3;Jueves;0.00;0.00;2741200.00;6230200.00;89164100.00;136000.00;816000.00;1278200.00;100365700.00;7767
17/10/2025;1;3;Viernes;0.00;0.00;2858600.00;5899200.00;96984200.00;272000.00;748000.00;1062600.00;107824600.00;8334
17/10/2025;1;1;Viernes;56106800.00;13943200.00;40194300.00;40283100.00;70975000.00;9518400.00;28076800.00;22425700.00;281523300.00;9400
18/10/2025;1;3;Sabado;0.00;0.00;1601600.00;5177800.00;93675900.00;0.00;238000.00;893200.00;101586500.00;7879
18/10/2025;1;1;Sabado;41624000.00;10896400.00;23303400.00;36961300.00;80568200.00;6876400.00;21562800.00;14367400.00;236159900.00;8456
19/10/2025;1;1;Domingo;23022400.00;7293600.00;6590500.00;33431300.00;80643500.00;2778400.00;3382400.00;4680500.00;161822600.00;6701
19/10/2025;1;3;Domingo;51100.00;0.00;338800.00;3804300.00;73139000.00;0.00;34000.00;107800.00;77475000.00;6029
20/10/2025;1;1;Lunes;49633200.00;13636000.00;33277400.00;37899700.00;58653400.00;7969200.00;23795600.00;20265700.00;245130200.00;8253
20/10/2025;1;3;Lunes;-51100.00;0.00;2578200.00;5660800.00;78855700.00;0.00;306000.00;1139600.00;88489200.00;6939
21/10/2025;1;3;Martes;0.00;0.00;2556400.00;5472100.00;82452300.00;272000.00;1258000.00;1616400.00;93627200.00;7195
21/10/2025;1;1;Martes;57396800.00;13004400.00;35476000.00;38625300.00;60407500.00;9685600.00;29984000.00;18815700.00;263395300.00;8437
22/10/2025;1;1;Miercoles;55376800.00;14636000.00;39014100.00;39664300.00;60483800.00;9996400.00;29224400.00;21031900.00;269427700.00;8722
22/10/2025;1;3;Miercoles;0.00;0.00;2489000.00;5312000.00;82737400.00;170000.00;714000.00;1278800.00;92701200.00;7201
